一寸	免冠	14023
一寸	一寸	12035
一对	情侣	69470
一对	双胞胎	66221
一对	夫妻	44651
一对	恋人	36336
一对	男女	33783
一对	夫妇	30537
一对一	辅导	26528
一对一	家教	19108
一对一	咨询	14917
一对一	教学	14450
一对一	上门	8511
一对一	对的	8454
一对多	产品	6416
一对多	专户	3287
一对对	情侣	8242
一封	感谢	30736
一封	感谢信	30441
一封	情书	26001
一封	邮件	19458
一封	公开	13152
一小	部分	105975
一小	会儿	23846
一小块	一小块	4501
一小块	地方	3338
一小时	左右	8121
一小时	以上	3022
一屁股	坐在	25203
一屁股	坐到	7514
一屁股	坐下	4718
一屁股	坐了	2616
一层	一层	37288
一层	薄薄	26646
一层	薄薄的	25240
一层	厚厚	23289
一层	厚厚的	22151
一层	淡淡	17110
一居	出租	35422
一居	出售	15274
一届	全国	28027
一届	中国	24996
一届	奥运	16708
一届	奥运会	15330
一届	董事	14716
一届	董事会	14150
一己	之力	25704
一巴掌	拍在	3287
一巴掌	打在	3237
一席	之地	99851
一帮	朋友	12186
一幅	美丽	16923
一幅幅	画面	4145
一幅幅	美丽	3938
一幕	一幕	19463
一幕幕	感人	3714
一干	就是	12939
一年	以上	256158
一年	一度	169691
一年之计	在于	6257
一年内	到期	8178
一年内	免费	4699
一年内	不得	3131
一年半	时间	6926
一年半	左右	2694
一年四季	都有	4739
一年四季	都是	4409
一年四季	均可	3793
一年四季	都可以	3032
一年多	时间	20984
一年多	以来	6562
一年多	没有	6115
一年多	时间里	5065
一年期	存款	6907
一年期	贷款	4684
一年期	人民	3325
一年期	人民币	3315
一年期	存款利率	3084
一年期	定期	2835
一年来	首度	9611
一年生	草本	4570
一年的	时间	111009
一年的	工作	15029
一年的	时间里	14141
一年的	生活	8085
一年的	收入	7357
一年的	时光	6948
一年级	学生	16401
一年级	语文	13518
一年级	数学	12123
一年级	下册	10957
一年级	新生	9964
一年级	上册	9813
一应	俱全	156316
一度	成为	26289
一度	出现	15299
一度	以为	13468
一座	城市	67479
一座	大山	18383
一座	小山	14276
一座	桥梁	12859
一开始	就是	41511
一开始	我就	24540
一开始	就不	21655
一开始	的时候	17108
一式	两份	19773
一式	三份	13577
一张	照片	115453
一张	专辑	79353
一张	白纸	57323
一张	图片	43562
一张	桌子	39992
一张张	熟悉	7355
一张张	笑脸	5463
一张张	陌生	5208
一张张	照片	3916
一张张	可爱	2770
一往	情深	35489
一往	无前	33889
一律	不得	27242
一律	实行	14352
一律	不予	14074
一心	一意	119112
一心	只想	16838
一心	想要	15678
一念	之间	55678
一念	之差	22916
一怒	之下	32759
一意	孤行	44932
一成	不变	103612
一成	不变的	65615
一战	成名	26382
一户	人家	28877
一房	一厅	68058
一房一厅	出租	5157
一所	学校	68530
一所	大学	54361
一所	中学	21728
一所	小学	19385
一所	房子	12536
一手	资料	33895
一手	拿着	21413
一手	货源	17595
一手交钱	一手	3702
一手交钱	一手交货	2682
一扫	而光	30272
一批	具有	34863
一批	优秀	33526
一批	专业	30222
一技	之长	49984
一把	钥匙	29988
一把	拉住	28645
一把手	焦裕禄	2863
一把手	亲自	2802
一抹	淡淡	12731
一拍	桌子	13890
一招	一式	16360
一排	排的	16761
一排排	整齐	3657
一提	的是	103497
一揽子	计划	18498
一揽子	解决	3951
一揽子	经济	2944
一摸	一样	22001
一支	球队	36545
一支	高素质	33014
一支	专业	27499
一支	队伍	19040
一改	往日	20736
一改	以往	14645
一整天	都在	8462
一整天	都没	6808
一整天	都不	4188
一整天	都没有	3183
一整套	完善	5479
一整套	完整	3133
一整套	科学	3010
一方	当事	29214
一方	当事人	29114
一方	净土	17190
一方	有难	13306
一方	水土	12680
一方面	可以	38369
一方面	也是	19480
一旁	看着	15926
一无	所有	224992
一无	所知	122751
一无	所获	62838
一无所有	的人	4237
一无所有	的时候	3897
一日	三餐	63184
一日不见	如隔三秋	4457
一日之计	在于	3076
一日游	信息	28610
一日游	频道	6990
一日游	线路	6782
一日游	旅行	6266
一日游	旅行社	6176
一日游	专线	3594
一旦	发现	83285
一旦	出现	70864
一旦	发生	67198
一旦	有了	25413
一旦	失去	24639
一旦	进入	24403
一早	起来	25155
一早就	知道	4765
一时	之间	61345
一时	冲动	56748
一时	兴起	31922
一时	难以	23492
一时间	欣赏	27272
一时间	阅读	25549
一时间	获得	20482
一时间	赶到	14125
一星期	左右	2872
一是	因为	38796
一是	加强	21624
一是	为了	16214
一晃	而过	19849
一月	评论	47087
一有	时间	22894
一有	机会	16557
一望	无际	84772
一望	无垠	12548
一望无际	的大	3214
一朝	一夕	42451
一朝一夕	的事	4758
一朝一夕	就能	4287
一朝一夕	可以	2701
一期	工程	123694
一期	版面	96644
一期	项目	12901
一本	正经	95143
一本	优秀	69265
一本	非常	51338
一本	好书	48087
一本	小说	44513
一本	杂志	32298
一本正经	地说	8035
一本正经	的说	5144
一朵	玫瑰	33102
一朵	鲜花	17813
一朵	美丽	14699
一朵	小花	13906
一村	莲花	13585
一村	一品	12949
一束	鲜花	21715
一束	玫瑰	17031
一条	信息	122528
一条	短信	109232
一条路	可以	3477
一条龙	服务	151573
一条龙	生产	5705
一条龙	制作	4425
一来	可以	15098
一来到	这个	2601
一杯	咖啡	65342
一杯	清茶	30957
一杯	白开水	24366
一杯	牛奶	20257
一板	一眼	12912
一枚	金牌	17438
一枚	硬币	15930
一枚	戒指	15519
一枝	独秀	60550
一架	飞机	34238
一架	客机	13461
一栋	房子	14416
一样	东西	125964
一样	可以	111919
一样会	珍惜	3826
一样是	一个	3223
一根	手指	26515
一根	稻草	21018
一根	绳子	15545
一根	一根	15354
一根	神经	14884
一根	头发	14832
一梯	两户	15210
一棵	大树	46514
一棵	小草	30757
一棵	树上	27908
一楼	大厅	24888
一概	而论	19336
一模一样	的人	4996
一次	又一	361807
一次	又一次	361021
一次	机会	170505
一次会议	决议	10618
一次会议	主席	3204
一次会议	主席团	3185
一次会议	闭幕	2945
一次会议	举行	2933
一次性	付款	75629
一次性	用品	28102
一次性	筷子	22498
一次性	使用	22118
一次性	购买	17225
一次性	通过	14639
一次次	失败	3980
一款	产品	148585
一款	适合	37451
一款	非常	33389
一款	游戏	31823
一款	功能	26277
一款	采用	25204
一步	一步	303819
一步	到位	63419
一步	之遥	59898
一步一步	走向	8402
一步一步	往上	7364
一步一步	往上爬	6518
一步一步	地走	5537
一步步	走向	19287
一步步	逼近	4605
一步步	成长	4375
一步步	走到	4156
一步步	走过	3812
一段	时间	1704063
一段	感情	119838
一段	时间内	93880
一段	距离	73087
一段	日子	64969
一段	时期	64900
一段时间	之后	23545
一段时间	没有	21685
一段路	要走	7564
一毛	不拔	13556
一毛钱	专题	3951
一气	之下	50937
一氧化碳	中毒	19151
一氧化碳	检测	6710
一氧化碳	检测仪	5262
一氧化碳	报警	4555
一氧化碳	气体	4312
一氧化碳	报警器	3895
一汽	大众	183560
一汽	丰田	180094
一汽	马自达	80251
一汽	奥迪	60928
一汽	轿车	49056
一汽	奔腾	42493
一汽丰田	汽车	7096
一汽丰田	皇冠	3759
一汽丰田	广州	3315
一汽丰田	花冠	3200
一汽丰田	广州本田	3117
一汽丰田	汽车销售	2868
一汽大众	速腾	7665
一汽大众	捷达	5867
一汽大众	奥迪	5126
一汽大众	宝来	3737
一汽大众	高尔夫	2837
一汽大众	全系	2729
一波	三折	67116
一波	一波	13289
一波	行情	12576
一波未平	一波	14648
一波未平	一波又起	12998
一流	大学	42683
一流	水平	23342
一流	企业	19793
一流	服务	17445
一流	产品	15420
一流	品牌	14711
一浪	高过	19322
一滴	眼泪	77791
一滴	一滴	42382
一滴	泪水	13820
一炮	走红	13158
一点	也不	533477
一点	都不	528942
一点	一点	278562
一点一滴	做起	3846
一点也	没有	64402
一点也	不觉得	17672
一点也	不像	17559
一点也	不想	16687
一点也	不好	13343
一点也	不会	12801
一点也不	觉得	17672
一点也不	知道	10042
一点也不	喜欢	9781
一点也不	在乎	7937
一点儿	也不	43737
一点儿	都不	20907
一点儿	也没	9490
一点儿	也没有	5350
一点儿	都没	4303
一点点	时间	13489
一点点	小事	11100
一点点	小小	8418
一点点	小小的	7599
一片	空白	165719
一片	天空	64482
一片	一片	50114
一片	混乱	49329
一片	漆黑	47895
一片	黑暗	43125
一片汪洋	大海	2913
一版	本版	754966
一版	要闻	13947
一版	一次	12700
一瓶	啤酒	16927
一瓶	矿泉	13723
一瓶	矿泉水	13642
一生	一世	178448
一生	中最	114924
一生	平安	49305
一生一世	的人	2521
一生中	最重要	13878
一生中	最爱	13593
一生中	最重要的	13172
一生中	最大	11986
一生中	最大的	11129
一男	一女	74517
一男一女	两个	5141
一男子	失业	4168
一男子	酒后	3848
一番	事业	38896
一番	滋味	26855
一番	风味	20571
一番	景象	15607
一番	功夫	13148
一番	之后	12152
一病	不起	13088
一百	一十	192201
一百	二十	177963
一百	二十一	171688
一百	二十三	169357
一百	二十二	168026
一百	二十四	164836
一百万	美元	4246
一百个	理由	3110
一百个	不愿意	2540
一百多	年的	11633
一百多	年前	8746
一百多	年来	6376
一盆	冷水	19804
一盏	明灯	17174
一盘	散沙	21924
一直	以来	585955
一直	没有	569779
一直	都是	321703
一直以为	自己	45994
一直以为	我是	5308
一直以为	我们	4598
一直以为	你是	3959
一直以来	都是	39691
一直以来	我都	35736
一直以来	对我	8568
一直以来	都很	7575
一直在	努力	59917
一直在	寻找	43571
一直在	等待	27894
一直是	一个	27441
一直是	我的	20891
一直是	这样	16446
一直是	我们	14963
一直是	中国	12705
一直没有	机会	15943
一直没有	找到	14369
一直没有	时间	11909
一直没有	得到	9888
一直没有	停止	9031
一直没有	放弃	8037
一直都	没有	110603
一直都	觉得	33885
一直都	知道	20819
一直都在	努力	7796
一直都在	寻找	4478
一直都在	关注	3250
一直都在	等待	3176
一看	就是	73012
一看	便知	15565
一看到	这个	4757
一看到	我就	3301
一眨眼	就过去	3708
一眼	看到	45816
一眼	就能	32635
一眼	看见	21360
一眼	望去	14649
一瞬间	的事	8251
一瞬间	消失	4444
一石	激起	13502
一票	难求	25495
一票	否决	21671
一种	幸福	207532
一种	新的	199019
一种	感觉	183036
一种	方式	182746
一种特殊	形式	3633
一种特殊	类型	2585
一秒	一秒	12799
一窍	不通	44618
一站式	服务	49749
一站式	购物	12197
一站式	信息	8678
一站式	信息服务	5463
一站式	汇总	4349
一站式	采购	3801
一章	第二	26309
一章	第二章	25455
一笑	而过	63401
一笔	不小	21622
一笔	不小的	21297
一笔	财富	20968
一笔	交易	20389
一笔	勾销	15293
一等奖	获得	6086
一等奖	获得者	5922
一等奖	奖金	4212
一等奖	一名	2684
一筹莫展	的时候	3264
一篇	文章	767688
一篇	日志	95392
一篇	关于	55599
一篇	下一篇	48645
一篇	论文	39311
一篇	日记	35233
一米	阳光	34012
一粒	种子	18897
一粒	沙子	13047
一系列	问题	43223
一系列	政策	29139
一系列	措施	29072
一系列	重大	22558
一系列	活动	21905
一系列	重要	15134
一系列的	问题	13442
一系列的	活动	6505
一系列的	措施	4565
一系列的	政策	4016
一系列的	事情	3883
一系列的	动作	3685
一级	建造	256982
一级	代理	79055
一级	学科	44961
一级	市场	32658
一级	代理商	24800
一级	公路	23457
一级方程式	赛车	4472
一级方程式	锦标	4139
一级方程式	锦标赛	4116
一纸	空文	15449
一线	城市	65542
一线	品牌	52893
一线	希望	32809
一线	生机	31669
一线	教师	31340
一组	数据	20784
一组	照片	14066
一组	数字	12448
一经	发现	34548
一经	录用	31822
一经	推出	23823
一统	天下	38745
一缕	阳光	60574
一缕	清风	13203
一群	人的	26896
一群	孩子	22291
一群	人在	18575
一群	朋友	15371
一群	年轻	14689
一群人	围着	3372
一群人	一起	3129
一而再	再而三	23431
一肚子	的话	3790
一肚子	坏水	3228
一肚子	委屈	2994
一肚子	苦水	2722
一股	强大	33075
一股	暖流	23098
一股	淡淡	22529
一股	力量	20659
一股	淡淡的	20614
一股	莫名	18635
一脸	茫然	27138
一脸	严肃	26899
一脸	无辜	19164
一脸	无奈	17263
一脸	幸福	13510
一脸	疑惑	13108
一脸的	无奈	6256
一脸的	茫然	5518
一脸的	幸福	4102
一脸的	兴奋	4055
一脸的	疑惑	3583
一脸的	严肃	3424
一腔	热血	21175
一臂	之力	50904
一致	好评	130882
一致	认为	81163
一致	同意	34726
一致	意见	26577
一致	通过	26382
一致	认可	24313
一致性	测试	3432
一般	都是	245570
一般	情况	171940
一般	来说	161311
一般人	可以	6737
一般性	问题	23919
一般性	辩论	4568
一般来说	都是	3176
一般贸易	出口	3772
一般贸易	进口	3274
一节课	下来	2837
一行	来到	15185
一行	四人	13898
一行	先后	12536
一行人	来到	6309
一表	人才	12298
一见	钟情	238748
一见	倾心	36752
一见	如故	28198
一览	无余	43395
一览	无遗	23891
一觉	醒来	73542
一觉	睡到	26537
一言	不发	79789
一言	一行	53182
一记	耳光	18548
一语	道破	21962
一语	中的	13826
一语惊醒	梦中	5891
一语惊醒	梦中人	5827
一语道破	天机	5340
一贫如洗	寒窗	2922
一贯	坚持	24266
一贯	作风	12707
一贯	风格	12688
一贯制	学校	5677
一起	分享	259669
一起做	游戏	6584
一起做	月饼	4034
一起做	什么	2587
一起分享	快乐	9153
一起分享	我的	5994
一起分享	一下	5658
一起分享	你的	5252
一起到	朝鲜	5477
一起去	旅行	25708
一起去	吃饭	19946
一起去	逛街	12495
一起吃	晚饭	10629
一起吃	早餐	6832
一起吃	顿饭	6404
一起吃	午饭	4974
一起来	音乐	350191
一起来	看看	41491
一起来	欣赏	18511
一起来	分享	13890
一起玩	游戏	18788
一起玩	合唱	15042
一起玩	的时候	5349
一起看	电影	17698
一起看	电视	17609
一起看	草原	9019
一起看	星星	8271
一起看	日出	3970
一起走	下去	16140
一起走过	的路	7416
一跃	成为	39294
一跃	而起	21177
一路	走来	130681
一路	走好	84101
一路	顺风	56658
一路	飘香	52625
一路	上有	40345
一路	上都	31854
一路上	有你	24453
一路上	我们	13774
一路上	都是	7793
一路走来	一路	3086
一身	冷汗	52747
一身	黑色	20047
一身	鸡皮	14888
一身	鸡皮疙瘩	14537
一身	轻松	14467
一身	白色	14259
一转眼	已经	2655
一轮	复习	100033
一轮	明月	28079
一轮	比赛	19566
一轮	经济	17413
一轮	基础	14135
一轮	发展	14020
一辆	出租	41846
一辆	出租车	37810
一辆	汽车	37135
一辆	摩托	25458
一辆	黑色	25336
一辆	自行车	24653
一辆车	两个	3879
一辈子	都不	73415
一辈子	都不会	42927
一辈子	的事	30667
一辈子	也不	27809
一连	几天	17048
一通	电话	37508
一遍	一遍	96909
一遍	遍地	27750
一道	风景	53376
一道	亮丽	38595
一道	防线	26072
一道	闪电	24425
一道	美丽	24185
一道	工序	19671
一部	非常	278781
一部	电影	220556
一部	优秀	101999
一部	电视	52407
一部	作品	48363
一部	电视剧	43524
一部分	人的	16415
一部分	原因	16269
一部分	学生	12967
一针	一线	18403
一键	搬家	197077
一键	还原	57679
一键	恢复	50510
一键	转贴	21765
一门	艺术	37407
一门	心思	32176
一门	学问	24559
一门	科学	16770
一门	学科	16240
一门	课程	14329
一闪	而过	73774
一闪	一闪	36295
一间	房子	25640
一间	屋子	19134
一间	房间	14738
一阵	一阵	21371
一阵	恶心	18279
一阵	急促	15432
一阵	剧烈	14697
一阵子	之后	3496
一阵风	吹过	8977
一阵风	吹来	6390
一阵风	似的	4834
一阵风	一样	3047
一面	镜子	73360
一面	旗帜	30900
一页	返回	120690
一页	尾页	90545
一页	末页	40300
一页	下一	26038
一页	下一页	25975
一页	全部	23113
一项	重要	147227
一项	调查	49348
一项	研究	42899
一项	工作	40659
一项	重大	34139
一项	长期	26289
一顿	丰盛	12181
一颗	感恩	44608
一颗	平常	42734
一颗	平常心	34332
一颗	星星	28407
一颗	流星	27315
一颗	子弹	24784
一颗颗	晶莹	2613
一饱	眼福	14778
一首	歌曲	148144
一首	新歌	50081
一首	都是	19153
一首歌	走进	4581
一马	当先	29939
一马	平川	16440
一骨碌	爬起来	2834
丁丁	历险	14140
丁丁	历险记	13869
丁俊晖	世界	2550
丁俊晖	世界排名	2528
七七	八八	39227
七七八八	网络	2584
七七八八	网络技术	2584
七上	八下	25310
七个	方面	12157
七八	糟的	211904
七十	年代	103528
七十二	烈士	3468
七十二	小时	3446
七十二变	超级	7995
七十年代	生人	3264
七千人	大会	2621
七台河	日报	13812
七台河	勃利	4048
七台河	新兴	3209
七台河	桃山	3122
七台河	茄子	3023
七台河市	新兴	2525
七号	载人	12241
七喜	笔记	29036
七喜	笔记本	29014
七喜	电脑	12482
七夕	情人	92306
七夕	情人节	88342
七夕	快乐	12379
七夕节	快乐	4143
七大	奇迹	12937
七天	连锁	13706
七届	三中	63329
七届	三中全会	63294
七届	全国	41925
七届	中国	36092
七年级	上册	21163
七年级	下册	18045
七年级	数学	9628
七年级	语文	8191
七年级	英语	7703
七年级	历史	3257
七彩	云南	17817
七彩虹	显卡	36942
七彩虹	主板	22853
七彩虹	战旗	15781
七彩虹	双敏	6903
七彩虹	天行	6775
七彩虹	风行	3524
七情	六欲	43318
七旬	老人	17906
七星区	象山	3369
七星区	象山区	3369
七月	七日	26811
七月	十五	19007
七月	一日	12415
七次	会议	20062
七种	武器	15746
七荤八素	社区	3243
七里河	西固	14989
七里河	其他	2860
七里河	西湖	2759
七里河	西站	2702
七里河	敦煌	2623
七里河	建兰	2603
七里河区	安宁	2668
七里河区	安宁区	2660
七里香	小吃	6583
七里香	多功能	5778
七里香	烧烤	2613
七龙珠	第二	11055
七龙珠	第二部	10895
七龙珠	第一	4757
七龙珠	第一部	4720
七龙珠	人物	4023
七龙珠	吃豆豆	3577
万一有	什么	4529
万一有	一天	3103
万万	不能	34893
万万	没有	34798
万万	没有想到	30847
万万	没想到	25084
万万	不可	19208
万万没有想到	的是	6205
万丈	深渊	29091
万事	如意	61080
万事	万物	38282
万事	俱备	28632
万事	大吉	23498
万事	开头	13799
万事达	酒店	2858
万事通	手机	2637
万人	受灾	41446
万人	签名	18255
万人	以上	17433
万人	左右	17040
万人	参加	16442
万人次	以上	5015
万亿	美元	94530
万亿	投资	44887
万亿元	人民	9950
万亿元	人民币	9926
万亿元	投资	9841
万亿元	左右	3507
万亿元	以上	3390
万亿元	投资计划	3219
万以上	左右	5575
万以上	嘉年华	3490
万以上	巨奖	2531
万众	瞩目	50442
万众	一心	36578
万众	期待	22104
万余	平方	16125
万余	平方米	15383
万余人	受灾	3287
万余只	蟑螂	3139
万元	以上	230059
万元	人民	205872
万元	人民币	205165
万元	左右	127708
万元	以下	111882
万元	大奖	38913
万元以上	项目	4306
万元以下	罚款	15957
万全县	蔚县	5285
万分	之一	33002
万分	感谢	26706
万劫	不复	53291
万劫不复	之地	2914
万千	宠爱	20363
万千瓦	机组	4527
万千瓦	以上	3611
万卷	书屋	74204
万历	年间	17109
万吨	以上	29944
万吨	左右	28212
万吨级	以上	3217
万国	证券	32056
万圣节	派对	4560
万多	平方	38872
万多	平方米	33175
万多	公里	13950
万安县	安福	7624
万安县	安福县	7624
万家	灯火	48110
万家乐	热水	22377
万家乐	热水器	21732
万家乐	燃气	10610
万家乐	搬家	3878
万家乐	抽油烟机	2863
万家乐	电热水器	2526
万寿	无疆	12073
万山	特区	13682
万州	涪陵	58647
万州区	涪陵	9035
万州区	涪陵区	9035
万年	花城	29577
万年历	查询	15327
万方	数据	77300
万有	引力	34237
万有引力	定律	8135
万柏林	晋源	15607
万柏林	和平	4491
万柏林	万柏林	2931
万柏林区	尖草坪	5154
万柏林区	尖草坪区	5154
万水千山	总是	9954
万水千山	走遍	3014
万泉河	西苑	19418
万泉河	世纪	4278
